study_accession	sample_accession	experiment_accession	run_accession	read_count	base_count	sample_alias
PRJEB6463	SAMEA2580945	ERX1367257	ERR1295925	82600174	12472626274	HGDP01291
PRJEB6463	SAMEA2580957	ERX1367258	ERR1295926	68516890	10346050390	HGDP01313
PRJEB6463	SAMEA2580969	ERX1367259	ERR1295927	69201630	10449446130	HGDP01337
PRJEB6463	SAMEA2580981	ERX1367260	ERR1295928	63668528	9613947728	HGDP01330
PRJEB6463	SAMEA2580992	ERX1367261	ERR1295929	72420970	10935566470	HGDP01183
PRJEB6463	SAMEA2581005	ERX1367262	ERR1295930	73811098	11145475798	HGDP01196
PRJEB6463	SAMEA2581019	ERX1367263	ERR1295931	73646380	11120603380	HGDP01348
PRJEB6463	SAMEA2580841	ERX1367264	ERR1295932	74159076	11198020476	HGDP01029
PRJEB6463	SAMEA2580913	ERX1367265	ERR1295933	70997228	10720581428	HGDP00780
PRJEB6463	SAMEA2580923	ERX1367266	ERR1295934	68603082	10359065382	HGDP00814
PRJEB6463	SAMEA2580931	ERX1367267	ERR1295935	65014384	9817171984	HGDP00971
PRJEB6463	SAMEA2580939	ERX1367268	ERR1295936	69742000	10531042000	HGDP01023
PRJEB6463	SAMEA2580947	ERX1367269	ERR1295937	67168792	10142487592	HGDP01293
PRJEB6463	SAMEA2580961	ERX1367270	ERR1295938	65199734	9845159834	HGDP01317
PRJEB6463	SAMEA2580973	ERX1367271	ERR1295939	67307172	10163382972	HGDP01341
PRJEB6463	SAMEA2580983	ERX1367272	ERR1295940	66185518	9994013218	HGDP01332
PRJEB6463	SAMEA2580994	ERX1367273	ERR1295941	70085992	10582984792	HGDP01185
PRJEB6463	SAMEA2581013	ERX1367274	ERR1295942	71914360	10859068360	HGDP01100
PRJEB6463	SAMEA2581022	ERX1367275	ERR1295943	67684962	10220429262	HGDP01351
PRJEB6463	SAMEA2580837	ERX1367276	ERR1295944	63461574	9582697674	HGDP01081
PRJEB6463	SAMEA2580912	ERX1367277	ERR1295945	62986962	9511031262	HGDP00779
PRJEB6463	SAMEA2580922	ERX1367278	ERR1295946	61406096	9272320496	HGDP00813
PRJEB6463	SAMEA2580930	ERX1367279	ERR1295947	117399500	17727324500	HGDP00822
PRJEB6463	SAMEA2580938	ERX1367280	ERR1295948	62894690	9497098190	HGDP01021
PRJEB6463	SAMEA2580946	ERX1367281	ERR1295949	61829140	9336200140	HGDP01292
PRJEB6463	SAMEA2580960	ERX1367282	ERR1295950	80895012	12215146812	HGDP01316
PRJEB6463	SAMEA2580972	ERX1367283	ERR1295951	59619442	9002535742	HGDP01340
PRJEB6463	SAMEA2580982	ERX1367284	ERR1295952	60580852	9147708652	HGDP01331
PRJEB6463	SAMEA2580993	ERX1367285	ERR1295953	52571522	7938299822	HGDP01184
PRJEB6463	SAMEA2581006	ERX1367286	ERR1295954	62100786	9377218686	HGDP01197
PRJEB6463	SAMEA2581020	ERX1367287	ERR1295955	67293522	10161321822	HGDP01349
PRJEB6463	SAMEA2580849	ERX1367288	ERR1295956	70165492	10594989292	HGDP01033
PRJEB6463	SAMEA2580914	ERX1367289	ERR1295957	70958270	10714698770	HGDP00781
PRJEB6463	SAMEA2580924	ERX1367290	ERR1295958	67890944	10251532544	HGDP00815
PRJEB6463	SAMEA2580932	ERX1367291	ERR1295959	61643940	9308234940	HGDP00972
PRJEB6463	SAMEA2580940	ERX1367292	ERR1295960	64793426	9783807326	HGDP01024
PRJEB6463	SAMEA2580948	ERX1367293	ERR1295961	70164242	10594800542	HGDP01294
PRJEB6463	SAMEA2580962	ERX1367294	ERR1295962	65435858	9880814558	HGDP01318
PRJEB6463	SAMEA2580974	ERX1367295	ERR1295963	68228746	10302540646	HGDP01342
PRJEB6463	SAMEA2580985	ERX1367296	ERR1295964	72007346	10873109246	HGDP01334
PRJEB6463	SAMEA2580995	ERX1367297	ERR1295965	60107740	9076268740	HGDP01186
PRJEB6463	SAMEA2581014	ERX1367298	ERR1295966	71205874	10752086974	HGDP01101
PRJEB6463	SAMEA2581023	ERX1367299	ERR1295967	68977586	10415615486	HGDP01352
PRJEB6463	SAMEA2580870	ERX1367300	ERR1295968	73044254	11029682354	HGDP00930
PRJEB6463	SAMEA2580915	ERX1367301	ERR1295969	62264810	9401986310	HGDP00782
PRJEB6463	SAMEA2580925	ERX1367302	ERR1295970	68929018	10408281718	HGDP00817
PRJEB6463	SAMEA2580933	ERX1367303	ERR1295971	70972270	10716812770	HGDP00973
PRJEB6463	SAMEA2580941	ERX1367304	ERR1295972	66475078	10037736778	HGDP01287
PRJEB6463	SAMEA2580949	ERX1367305	ERR1295973	69699480	10524621480	HGDP01295
PRJEB6463	SAMEA2580963	ERX1367306	ERR1295974	71985276	10869776676	HGDP01319
PRJEB6463	SAMEA2580977	ERX1367307	ERR1295975	71209240	10752595240	HGDP01346
PRJEB6463	SAMEA2580987	ERX1367308	ERR1295976	71851800	10849621800	HGDP01336
PRJEB6463	SAMEA2580996	ERX1367309	ERR1295977	64923376	9803429776	HGDP01187
PRJEB6463	SAMEA2581015	ERX1367310	ERR1295978	67342712	10168749512	HGDP01102
PRJEB6463	SAMEA2581024	ERX1367311	ERR1295979	75704446	11431371346	HGDP01353
PRJEB6463	SAMEA2580897	ERX1367312	ERR1295980	65197250	9844784750	HGDP00917
PRJEB6463	SAMEA2580917	ERX1367313	ERR1295981	62763416	9477275816	HGDP00784
PRJEB6463	SAMEA2580926	ERX1367314	ERR1295982	62382228	9419716428	HGDP00818
PRJEB6463	SAMEA2580934	ERX1367315	ERR1295983	70107848	10586285048	HGDP00974
PRJEB6463	SAMEA2580942	ERX1367316	ERR1295984	70762488	10685135688	HGDP01288
PRJEB6463	SAMEA2580950	ERX1367317	ERR1295985	62472956	9433416356	HGDP01296
PRJEB6463	SAMEA2580965	ERX1367318	ERR1295986	68546458	10350515158	HGDP01321
PRJEB6463	SAMEA2580978	ERX1367319	ERR1295987	66409068	10027769268	HGDP01327
PRJEB6463	SAMEA2580989	ERX1367320	ERR1295988	63308582	9559595882	HGDP01180
PRJEB6463	SAMEA2581002	ERX1367321	ERR1295989	68671768	10369436968	HGDP01193
PRJEB6463	SAMEA2581016	ERX1367322	ERR1295990	75971000	11471621000	HGDP01103
PRJEB6463	SAMEA2581025	ERX1367323	ERR1295991	72963230	11017447730	HGDP01354
PRJEB6463	SAMEA2580907	ERX1367324	ERR1295992	74469254	11244857354	HGDP00774
PRJEB6463	SAMEA2580919	ERX1367325	ERR1295993	65896270	9950336770	HGDP00786
PRJEB6463	SAMEA2580927	ERX1367326	ERR1295994	71155550	10744488050	HGDP00819
PRJEB6463	SAMEA2580935	ERX1367327	ERR1295995	67461790	10186730290	HGDP00975
PRJEB6463	SAMEA2580943	ERX1367328	ERR1295996	64015680	9666367680	HGDP01289
PRJEB6463	SAMEA2580954	ERX1367329	ERR1295997	66029912	9970516712	HGDP01310
PRJEB6463	SAMEA2580966	ERX1367330	ERR1295998	70116102	10587531402	HGDP01322
PRJEB6463	SAMEA2580979	ERX1367331	ERR1295999	70126190	10589054690	HGDP01328
PRJEB6463	SAMEA2580990	ERX1367332	ERR1296000	60962634	9205357734	HGDP01181
PRJEB6463	SAMEA2581003	ERX1367333	ERR1296001	66472822	10037396122	HGDP01194
PRJEB6463	SAMEA2581017	ERX1367334	ERR1296002	71521748	10799783948	HGDP01104
PRJEB6463	SAMEA2581027	ERX1367335	ERR1296003	64675138	9765945838	HGDP01356
PRJEB6463	SAMEA2580909	ERX1367336	ERR1296004	66817316	10089414716	HGDP00776
PRJEB6463	SAMEA2580920	ERX1367337	ERR1296005	63765006	9628515906	HGDP00811
PRJEB6463	SAMEA2580928	ERX1367338	ERR1296006	61764044	9326370644	HGDP00820
PRJEB6463	SAMEA2580936	ERX1367339	ERR1296007	59138702	8929944002	HGDP00976
PRJEB6463	SAMEA2580944	ERX1367340	ERR1296008	62578110	9449294610	HGDP01290
PRJEB6463	SAMEA2580955	ERX1367341	ERR1296009	62595380	9451902380	HGDP01311
PRJEB6463	SAMEA2580968	ERX1367342	ERR1296010	68960316	10413007716	HGDP01326
PRJEB6463	SAMEA2580980	ERX1367343	ERR1296011	101898032	15386602832	HGDP01329
PRJEB6463	SAMEA2580991	ERX1367344	ERR1296012	73508274	11099749374	HGDP01182
PRJEB6463	SAMEA2581004	ERX1367345	ERR1296013	65466746	9885478646	HGDP01195
PRJEB6463	SAMEA2581018	ERX1367346	ERR1296014	63220558	9546304258	HGDP01347
PRJEB6463	SAMEA2581032	ERX1367347	ERR1296015	68751016	10381403416	HGDP01247
PRJEB6463	SAMEA2580809	ERX1367348	ERR1296016	85982328	12983331528	HGDP00460
PRJEB6463	SAMEA2580910	ERX1367349	ERR1296017	69292088	10463105288	HGDP00777
PRJEB6463	SAMEA2580921	ERX1367350	ERR1296018	76464688	11546167888	HGDP00812
PRJEB6463	SAMEA2580929	ERX1367351	ERR1296019	74005940	11174896940	HGDP00821
PRJEB6463	SAMEA2580937	ERX1367352	ERR1296020	74828734	11299138834	HGDP00977
PRJEB6463	SAMEA2580945	ERX1367353	ERR1296021	86859528	13115788728	HGDP01291
PRJEB6463	SAMEA2580957	ERX1367354	ERR1296022	71716492	10829190292	HGDP01313
PRJEB6463	SAMEA2580969	ERX1367355	ERR1296023	72343658	10923892358	HGDP01337
PRJEB6463	SAMEA2580981	ERX1367356	ERR1296024	67221568	10150456768	HGDP01330
PRJEB6463	SAMEA2580992	ERX1367357	ERR1296025	74927106	11313993006	HGDP01183
PRJEB6463	SAMEA2581005	ERX1367358	ERR1296026	76842034	11603147134	HGDP01196
PRJEB6463	SAMEA2581019	ERX1367359	ERR1296027	77059580	11635996580	HGDP01348
PRJEB6463	SAMEA2580841	ERX1367360	ERR1296028	81520454	12309588554	HGDP01029
PRJEB6463	SAMEA2580913	ERX1367361	ERR1296029	78056778	11786573478	HGDP00780
PRJEB6463	SAMEA2580923	ERX1367362	ERR1296030	75648978	11422995678	HGDP00814
PRJEB6463	SAMEA2580931	ERX1367363	ERR1296031	71494502	10795669802	HGDP00971
PRJEB6463	SAMEA2580939	ERX1367364	ERR1296032	76601140	11566772140	HGDP01023
PRJEB6463	SAMEA2580947	ERX1367365	ERR1296033	73580774	11110696874	HGDP01293
PRJEB6463	SAMEA2580961	ERX1367366	ERR1296034	71381008	10778532208	HGDP01317
PRJEB6463	SAMEA2580973	ERX1367367	ERR1296035	73802348	11144154548	HGDP01341
PRJEB6463	SAMEA2580983	ERX1367368	ERR1296036	72812828	10994737028	HGDP01332
PRJEB6463	SAMEA2580994	ERX1367369	ERR1296037	76812022	11598615322	HGDP01185
PRJEB6463	SAMEA2581013	ERX1367370	ERR1296038	78824548	11902506748	HGDP01100
PRJEB6463	SAMEA2581022	ERX1367371	ERR1296039	74296570	11218782070	HGDP01351
PRJEB6463	SAMEA2580837	ERX1367372	ERR1296040	69953374	10562959474	HGDP01081
PRJEB6463	SAMEA2580912	ERX1367373	ERR1296041	70379294	10627273394	HGDP00779
PRJEB6463	SAMEA2580922	ERX1367374	ERR1296042	67884446	10250551346	HGDP00813
PRJEB6463	SAMEA2580930	ERX1367375	ERR1296043	129221834	19512496934	HGDP00822
PRJEB6463	SAMEA2580938	ERX1367376	ERR1296044	69365024	10474118624	HGDP01021
PRJEB6463	SAMEA2580946	ERX1367377	ERR1296045	68500348	10343552548	HGDP01292
PRJEB6463	SAMEA2580960	ERX1367378	ERR1296046	89419472	13502340272	HGDP01316
PRJEB6463	SAMEA2580972	ERX1367379	ERR1296047	65779264	9932668864	HGDP01340
PRJEB6463	SAMEA2580982	ERX1367380	ERR1296048	67024976	10120771376	HGDP01331
PRJEB6463	SAMEA2580993	ERX1367381	ERR1296049	57936076	8748347476	HGDP01184
PRJEB6463	SAMEA2581006	ERX1367382	ERR1296050	68779460	10385698460	HGDP01197
PRJEB6463	SAMEA2581020	ERX1367383	ERR1296051	74348300	11226593300	HGDP01349
PRJEB6463	SAMEA2580849	ERX1367384	ERR1296052	76422818	11539845518	HGDP01033
PRJEB6463	SAMEA2580914	ERX1367385	ERR1296053	77192354	11656045454	HGDP00781
PRJEB6463	SAMEA2580924	ERX1367386	ERR1296054	73537496	11104161896	HGDP00815
PRJEB6463	SAMEA2580932	ERX1367387	ERR1296055	66617878	10059299578	HGDP00972
PRJEB6463	SAMEA2580940	ERX1367388	ERR1296056	70883606	10703424506	HGDP01024
PRJEB6463	SAMEA2580948	ERX1367389	ERR1296057	73958448	11167725648	HGDP01294
PRJEB6463	SAMEA2580962	ERX1367390	ERR1296058	70260306	10609306206	HGDP01318
PRJEB6463	SAMEA2580974	ERX1367391	ERR1296059	74071516	11184798916	HGDP01342
PRJEB6463	SAMEA2580985	ERX1367392	ERR1296060	77810544	11749392144	HGDP01334
PRJEB6463	SAMEA2580995	ERX1367393	ERR1296061	65095212	9829377012	HGDP01186
PRJEB6463	SAMEA2581014	ERX1367394	ERR1296062	77514442	11704680742	HGDP01101
PRJEB6463	SAMEA2581023	ERX1367395	ERR1296063	74372040	11230178040	HGDP01352
PRJEB6463	SAMEA2580870	ERX1367396	ERR1296064	77998708	11777804908	HGDP00930
PRJEB6463	SAMEA2580915	ERX1367397	ERR1296065	67155390	10140463890	HGDP00782
PRJEB6463	SAMEA2580925	ERX1367398	ERR1296066	73851922	11151640222	HGDP00817
PRJEB6463	SAMEA2580933	ERX1367399	ERR1296067	76231244	11510917844	HGDP00973
PRJEB6463	SAMEA2580941	ERX1367400	ERR1296068	70859496	10699783896	HGDP01287
PRJEB6463	SAMEA2580949	ERX1367401	ERR1296069	74928622	11314221922	HGDP01295
PRJEB6463	SAMEA2580963	ERX1367402	ERR1296070	77862874	11757293974	HGDP01319
PRJEB6463	SAMEA2580977	ERX1367403	ERR1296071	77223568	11660758768	HGDP01346
PRJEB6463	SAMEA2580987	ERX1367404	ERR1296072	77213890	11659297390	HGDP01336
PRJEB6463	SAMEA2580996	ERX1367405	ERR1296073	69419510	10482346010	HGDP01187
PRJEB6463	SAMEA2581015	ERX1367406	ERR1296074	70648902	10667984202	HGDP01102
PRJEB6463	SAMEA2581024	ERX1367407	ERR1296075	81552172	12314377972	HGDP01353
PRJEB6463	SAMEA2580897	ERX1367408	ERR1296076	71340658	10772439358	HGDP00917
PRJEB6463	SAMEA2580917	ERX1367409	ERR1296077	68943454	10410461554	HGDP00784
PRJEB6463	SAMEA2580926	ERX1367410	ERR1296078	68464182	10338091482	HGDP00818
PRJEB6463	SAMEA2580934	ERX1367411	ERR1296079	76474996	11547724396	HGDP00974
PRJEB6463	SAMEA2580942	ERX1367412	ERR1296080	76706790	11582725290	HGDP01288
PRJEB6463	SAMEA2580950	ERX1367413	ERR1296081	68622932	10362062732	HGDP01296
PRJEB6463	SAMEA2580965	ERX1367414	ERR1296082	74845188	11301623388	HGDP01321
PRJEB6463	SAMEA2580978	ERX1367415	ERR1296083	72510426	10949074326	HGDP01327
PRJEB6463	SAMEA2580989	ERX1367416	ERR1296084	69493328	10493492528	HGDP01180
PRJEB6463	SAMEA2581002	ERX1367417	ERR1296085	74775924	11291164524	HGDP01193
PRJEB6463	SAMEA2581016	ERX1367418	ERR1296086	82652262	12480491562	HGDP01103
PRJEB6463	SAMEA2581025	ERX1367419	ERR1296087	79793898	12048878598	HGDP01354
PRJEB6463	SAMEA2580907	ERX1367420	ERR1296088	82004556	12382687956	HGDP00774
PRJEB6463	SAMEA2580919	ERX1367421	ERR1296089	72066032	10881970832	HGDP00786
PRJEB6463	SAMEA2580927	ERX1367422	ERR1296090	77293798	11671363498	HGDP00819
PRJEB6463	SAMEA2580935	ERX1367423	ERR1296091	73175278	11049466978	HGDP00975
PRJEB6463	SAMEA2580943	ERX1367424	ERR1296092	70049054	10577407154	HGDP01289
PRJEB6463	SAMEA2580954	ERX1367425	ERR1296093	72757966	10986452866	HGDP01310
PRJEB6463	SAMEA2580966	ERX1367426	ERR1296094	77097976	11641794376	HGDP01322
PRJEB6463	SAMEA2580979	ERX1367427	ERR1296095	75664656	11425363056	HGDP01328
PRJEB6463	SAMEA2580990	ERX1367428	ERR1296096	67752080	10230564080	HGDP01181
PRJEB6463	SAMEA2581003	ERX1367429	ERR1296097	72305744	10918167344	HGDP01194
PRJEB6463	SAMEA2581017	ERX1367430	ERR1296098	78527662	11857676962	HGDP01104
PRJEB6463	SAMEA2581027	ERX1367431	ERR1296099	71630252	10816168052	HGDP01356
PRJEB6463	SAMEA2580909	ERX1367432	ERR1296100	72550948	10955193148	HGDP00776
PRJEB6463	SAMEA2580920	ERX1367433	ERR1296101	69892688	10553795888	HGDP00811
PRJEB6463	SAMEA2580928	ERX1367434	ERR1296102	67078638	10128874338	HGDP00820
PRJEB6463	SAMEA2580936	ERX1367435	ERR1296103	64594866	9753824766	HGDP00976
PRJEB6463	SAMEA2580944	ERX1367436	ERR1296104	68034206	10273165106	HGDP01290
PRJEB6463	SAMEA2580955	ERX1367437	ERR1296105	67615366	10209920266	HGDP01311
PRJEB6463	SAMEA2580968	ERX1367438	ERR1296106	75062746	11334474646	HGDP01326
PRJEB6463	SAMEA2580980	ERX1367439	ERR1296107	109360278	16513401978	HGDP01329
PRJEB6463	SAMEA2580991	ERX1367440	ERR1296108	78966970	11924012470	HGDP01182
PRJEB6463	SAMEA2581004	ERX1367441	ERR1296109	70004794	10570723894	HGDP01195
PRJEB6463	SAMEA2581018	ERX1367442	ERR1296110	68125866	10287005766	HGDP01347
PRJEB6463	SAMEA2581032	ERX1367443	ERR1296111	74596350	11264048850	HGDP01247
PRJEB6463	SAMEA2580809	ERX1367444	ERR1296112	84398612	12744190412	HGDP00460
PRJEB6463	SAMEA2580910	ERX1367445	ERR1296113	68521410	10346732910	HGDP00777
PRJEB6463	SAMEA2580921	ERX1367446	ERR1296114	75703188	11431181388	HGDP00812
PRJEB6463	SAMEA2580929	ERX1367447	ERR1296115	73767588	11138905788	HGDP00821
PRJEB6463	SAMEA2580937	ERX1367448	ERR1296116	74507866	11250687766	HGDP00977
PRJEB6463	SAMEA2580945	ERX1367449	ERR1296117	86546406	13068507306	HGDP01291
PRJEB6463	SAMEA2580957	ERX1367450	ERR1296118	71160254	10745198354	HGDP01313
PRJEB6463	SAMEA2580969	ERX1367451	ERR1296119	72298120	10917016120	HGDP01337
PRJEB6463	SAMEA2580981	ERX1367452	ERR1296120	67019188	10119897388	HGDP01330
PRJEB6463	SAMEA2580992	ERX1367453	ERR1296121	73923130	11162392630	HGDP01183
PRJEB6463	SAMEA2581005	ERX1367454	ERR1296122	75781316	11442978716	HGDP01196
PRJEB6463	SAMEA2581019	ERX1367455	ERR1296123	76610420	11568173420	HGDP01348
PRJEB6463	SAMEA2580841	ERX1367456	ERR1296124	80947578	12223084278	HGDP01029
PRJEB6463	SAMEA2580913	ERX1367457	ERR1296125	77336192	11677764992	HGDP00780
PRJEB6463	SAMEA2580923	ERX1367458	ERR1296126	75279368	11367184568	HGDP00814
PRJEB6463	SAMEA2580931	ERX1367459	ERR1296127	70934954	10711178054	HGDP00971
PRJEB6463	SAMEA2580939	ERX1367460	ERR1296128	75882960	11458326960	HGDP01023
PRJEB6463	SAMEA2580947	ERX1367461	ERR1296129	72803868	10993384068	HGDP01293
PRJEB6463	SAMEA2580961	ERX1367462	ERR1296130	70772274	10686613374	HGDP01317
PRJEB6463	SAMEA2580973	ERX1367463	ERR1296131	73080182	11035107482	HGDP01341
PRJEB6463	SAMEA2580983	ERX1367464	ERR1296132	72126478	10891098178	HGDP01332
PRJEB6463	SAMEA2580994	ERX1367465	ERR1296133	76567886	11561750786	HGDP01185
PRJEB6463	SAMEA2581013	ERX1367466	ERR1296134	78102678	11793504378	HGDP01100
PRJEB6463	SAMEA2581022	ERX1367467	ERR1296135	73580688	11110683888	HGDP01351
PRJEB6463	SAMEA2580837	ERX1367468	ERR1296136	69559298	10503453998	HGDP01081
PRJEB6463	SAMEA2580912	ERX1367469	ERR1296137	67994812	10267216612	HGDP00779
PRJEB6463	SAMEA2580922	ERX1367470	ERR1296138	66980574	10114066674	HGDP00813
PRJEB6463	SAMEA2580930	ERX1367471	ERR1296139	127655842	19276032142	HGDP00822
PRJEB6463	SAMEA2580938	ERX1367472	ERR1296140	68327164	10317401764	HGDP01021
PRJEB6463	SAMEA2580946	ERX1367473	ERR1296141	67251260	10154940260	HGDP01292
PRJEB6463	SAMEA2580960	ERX1367474	ERR1296142	88304084	13333916684	HGDP01316
PRJEB6463	SAMEA2580972	ERX1367475	ERR1296143	65535748	9895897948	HGDP01340
PRJEB6463	SAMEA2580982	ERX1367476	ERR1296144	66114046	9983220946	HGDP01331
PRJEB6463	SAMEA2580993	ERX1367477	ERR1296145	57775602	8724115902	HGDP01184
PRJEB6463	SAMEA2581006	ERX1367478	ERR1296146	67645048	10214402248	HGDP01197
PRJEB6463	SAMEA2581020	ERX1367479	ERR1296147	73364338	11078015038	HGDP01349
PRJEB6463	SAMEA2580849	ERX1367480	ERR1296148	76941506	11618167406	HGDP01033
PRJEB6463	SAMEA2580914	ERX1367481	ERR1296149	77608724	11718917324	HGDP00781
PRJEB6463	SAMEA2580924	ERX1367482	ERR1296150	74103778	11189670478	HGDP00815
PRJEB6463	SAMEA2580932	ERX1367483	ERR1296151	67396084	10176808684	HGDP00972
PRJEB6463	SAMEA2580940	ERX1367484	ERR1296152	69076498	10430551198	HGDP01024
PRJEB6463	SAMEA2580948	ERX1367485	ERR1296153	75129386	11344537286	HGDP01294
PRJEB6463	SAMEA2580962	ERX1367486	ERR1296154	70951332	10713651132	HGDP01318
PRJEB6463	SAMEA2580974	ERX1367487	ERR1296155	74418018	11237120718	HGDP01342
PRJEB6463	SAMEA2580985	ERX1367488	ERR1296156	78633252	11873621052	HGDP01334
PRJEB6463	SAMEA2580995	ERX1367489	ERR1296157	65729830	9925204330	HGDP01186
PRJEB6463	SAMEA2581014	ERX1367490	ERR1296158	77943566	11769478466	HGDP01101
PRJEB6463	SAMEA2581023	ERX1367491	ERR1296159	74893000	11308843000	HGDP01352
PRJEB6463	SAMEA2580870	ERX1367492	ERR1296160	78849992	11906348792	HGDP00930
PRJEB6463	SAMEA2580915	ERX1367493	ERR1296161	67922700	10256327700	HGDP00782
PRJEB6463	SAMEA2580925	ERX1367494	ERR1296162	74741724	11286000324	HGDP00817
PRJEB6463	SAMEA2580933	ERX1367495	ERR1296163	77092750	11641005250	HGDP00973
PRJEB6463	SAMEA2580941	ERX1367496	ERR1296164	71833116	10846800516	HGDP01287
PRJEB6463	SAMEA2580949	ERX1367497	ERR1296165	75579848	11412557048	HGDP01295
PRJEB6463	SAMEA2580963	ERX1367498	ERR1296166	78552888	11861486088	HGDP01319
PRJEB6463	SAMEA2580977	ERX1367499	ERR1296167	77820906	11750956806	HGDP01346
PRJEB6463	SAMEA2580987	ERX1367500	ERR1296168	77919678	11765871378	HGDP01336
PRJEB6463	SAMEA2580996	ERX1367501	ERR1296169	70186642	10598182942	HGDP01187
PRJEB6463	SAMEA2581015	ERX1367502	ERR1296170	71984192	10869612992	HGDP01102
PRJEB6463	SAMEA2581024	ERX1367503	ERR1296171	82083660	12394632660	HGDP01353
PRJEB6463	SAMEA2580897	ERX1367504	ERR1296172	72775520	10989103520	HGDP00917
PRJEB6463	SAMEA2580917	ERX1367505	ERR1296173	70075336	10581375736	HGDP00784
PRJEB6463	SAMEA2580926	ERX1367506	ERR1296174	69910686	10556513586	HGDP00818
PRJEB6463	SAMEA2580934	ERX1367507	ERR1296175	77702412	11733064212	HGDP00974
PRJEB6463	SAMEA2580942	ERX1367508	ERR1296176	77869870	11758350370	HGDP01288
PRJEB6463	SAMEA2580950	ERX1367509	ERR1296177	70414832	10632639632	HGDP01296
PRJEB6463	SAMEA2580965	ERX1367510	ERR1296178	76012058	11477820758	HGDP01321
PRJEB6463	SAMEA2580978	ERX1367511	ERR1296179	73588750	11111901250	HGDP01327
PRJEB6463	SAMEA2580989	ERX1367512	ERR1296180	70713780	10677780780	HGDP01180
PRJEB6463	SAMEA2581002	ERX1367513	ERR1296181	76204004	11506804604	HGDP01193
PRJEB6463	SAMEA2581016	ERX1367514	ERR1296182	83913110	12670879610	HGDP01103
PRJEB6463	SAMEA2581025	ERX1367515	ERR1296183	81086514	12244063614	HGDP01354
PRJEB6463	SAMEA2580907	ERX1367516	ERR1296184	83209972	12564705772	HGDP00774
PRJEB6463	SAMEA2580919	ERX1367517	ERR1296185	72855466	11001175366	HGDP00786
PRJEB6463	SAMEA2580927	ERX1367518	ERR1296186	78284004	11820884604	HGDP00819
PRJEB6463	SAMEA2580935	ERX1367519	ERR1296187	74372786	11230290686	HGDP00975
PRJEB6463	SAMEA2580943	ERX1367520	ERR1296188	71250182	10758777482	HGDP01289
PRJEB6463	SAMEA2580954	ERX1367521	ERR1296189	73993412	11173005212	HGDP01310
PRJEB6463	SAMEA2580966	ERX1367522	ERR1296190	77973350	11773975850	HGDP01322
PRJEB6463	SAMEA2580979	ERX1367523	ERR1296191	76346752	11528359552	HGDP01328
PRJEB6463	SAMEA2580990	ERX1367524	ERR1296192	68832320	10393680320	HGDP01181
PRJEB6463	SAMEA2581003	ERX1367525	ERR1296193	73038456	11028806856	HGDP01194
PRJEB6463	SAMEA2581017	ERX1367526	ERR1296194	79252814	11967174914	HGDP01104
PRJEB6463	SAMEA2581027	ERX1367527	ERR1296195	72777142	10989348442	HGDP01356
PRJEB6463	SAMEA2580909	ERX1367528	ERR1296196	73573730	11109633230	HGDP00776
PRJEB6463	SAMEA2580920	ERX1367529	ERR1296197	70725848	10679603048	HGDP00811
PRJEB6463	SAMEA2580928	ERX1367530	ERR1296198	67776584	10234264184	HGDP00820
PRJEB6463	SAMEA2580936	ERX1367531	ERR1296199	65501254	9890689354	HGDP00976
PRJEB6463	SAMEA2580944	ERX1367532	ERR1296200	68986770	10417002270	HGDP01290
PRJEB6463	SAMEA2580955	ERX1367533	ERR1296201	68574116	10354691516	HGDP01311
PRJEB6463	SAMEA2580968	ERX1367534	ERR1296202	76152112	11498968912	HGDP01326
PRJEB6463	SAMEA2580980	ERX1367535	ERR1296203	110595418	16699908118	HGDP01329
PRJEB6463	SAMEA2580991	ERX1367536	ERR1296204	80287752	12123450552	HGDP01182
PRJEB6463	SAMEA2581004	ERX1367537	ERR1296205	70975086	10717237986	HGDP01195
PRJEB6463	SAMEA2581018	ERX1367538	ERR1296206	69140438	10440206138	HGDP01347
PRJEB6463	SAMEA2581032	ERX1367539	ERR1296207	75554158	11408677858	HGDP01247
PRJEB6463	SAMEA2580809	ERX1376843	ERR1305220	82438080	12448150080	HGDP00460
PRJEB6463	SAMEA2580910	ERX1376844	ERR1305221	66131040	9985787040	HGDP00777
PRJEB6463	SAMEA2580921	ERX1376845	ERR1305222	73297682	11067949982	HGDP00812
PRJEB6463	SAMEA2580929	ERX1376846	ERR1305223	71752932	10834692732	HGDP00821
PRJEB6463	SAMEA2580937	ERX1376847	ERR1305224	72453950	10940546450	HGDP00977
PRJEB6463	SAMEA2580945	ERX1376848	ERR1305225	83780690	12650884190	HGDP01291
PRJEB6463	SAMEA2580957	ERX1376849	ERR1305226	68851856	10396630256	HGDP01313
PRJEB6463	SAMEA2580969	ERX1376850	ERR1305227	70322120	10618640120	HGDP01337
PRJEB6463	SAMEA2580981	ERX1376851	ERR1305228	64932746	9804844646	HGDP01330
PRJEB6463	SAMEA2580992	ERX1376852	ERR1305229	71746374	10833702474	HGDP01183
PRJEB6463	SAMEA2581005	ERX1376853	ERR1305230	73547190	11105625690	HGDP01196
PRJEB6463	SAMEA2581019	ERX1376854	ERR1305231	74882720	11307290720	HGDP01348
PRJEB6463	SAMEA2580841	ERX1376855	ERR1305232	76972944	11622914544	HGDP01029
PRJEB6463	SAMEA2580913	ERX1376856	ERR1305233	73482968	11095928168	HGDP00780
